Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
20697471,Food: A Love Story,Jim Gaffigan,"Gaffigan, Jim",,0804140413,9780804140416,2,3.72,Crown Archetype,Hardcover,340,2014,2014,2016/10/11,2016/10/05,,,read,,,,1,0
4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,0385333846,9780385333849,3,4.10,Dial Press,Paperback,275,1999,1969,2016/10/05,2011/10/02,,,read,,,,1,0
23128304,The Strange Library,Haruki Murakami,"Murakami, Haruki",Ted Goossen,0385354304,9780385354301,3,3.55,Knopf,Paperback,96,2014,2005,2016/10/05,2016/10/05,,,read,,,,1,0
26698709,Winter Men,Jesper Bugge Kold,"Kold, Jesper Bugge",K.E. Semmel,1503954757,9781503954755,0,3.84,Amazon Crossing,Paperback,338,2016,2014,,2016/02/13,abandoned,abandoned (#18),abandoned,,,,0,0
2217682,America America,Ethan Canin,"Canin, Ethan",,0679456805,9780679456803,3,3.67,Random House,Hardcover,458,2008,2008,2016/09/28,2016/07/07,,,read,,,,1,0
12497,No Country for Old Men,Cormac McCarthy,"McCarthy, Cormac",,,,0,4.16,Knopf Doubleday Publishing Group,Paperback,309,2006,2005,,2016/06/29,,,read,,,,1,0
92303,The Importance of Being Earnest,Oscar Wilde,"Wilde, Oscar",,158049580X,9781580495806,0,4.17,Prestwick House,Paperback,89,2005,1895,,2016/06/22,,,read,,,,1,0
3854097,Great Expectations,Charles Dickens,"Dickens, Charles",,,,0,3.79,Holt-Rinehart-Winston,Paperback,493,1964,1861,,2016/06/22,,,read,,,,1,0
7027160,The Prince and the Pauper,Mark Twain,"Twain, Mark",,,,0,3.87,Trafalgar Square Publishing,Hardcover,240,1996,1881,,2016/06/22,,,read,,,,1,0
2493,The Time Machine,H.G. Wells,"Wells, H.G.","Greg Bear, Carlo Pagetti",,,0,3.89,Signet Classics,Paperback,118,2002,1895,,2016/06/22,to-read,to-read (#72),to-read,,,,0,0
162898,A Connecticut Yankee in King Arthur's Court,Mark Twain,"Twain, Mark",,,,3,3.77,Simon & Schuster,Paperback,480,2007,1889,2013/09/14,2013/08/26,"fantasy, humor","fantasy (#20), humor (#11)",read,,,,1,0
23015439,The Right Sort,David Mitchell,"Mitchell, David",,,,0,3.75,Twitter,ebook,,2014,2014,,2016/06/22,to-read,to-read (#71),to-read,,,,0,0
18007564,The Martian,Andy Weir,"Weir, Andy",,0804139024,9780804139021,4,4.42,Ballantine Books,Hardcover,384,2014,2011,2016/06/18,2015/06/16,,,read,,,,1,0
25025734,Communication in Marriage: How to Communicate with Your Spouse Without Fighting,Marcus Kusi,"Kusi, Marcus",Ashley Kusi,,,4,3.86,,Kindle Edition,148,2015,2015,2016/03/12,2016/01/18,,,read,,,,1,0
2213661,The Graveyard Book,Neil Gaiman,"Gaiman, Neil",Dave McKean,0060530928,9780060530921,4,4.16,HarperCollins,Hardcover,312,2008,2008,2016/02/13,2015/01/15,fantasy,fantasy (#32),read,,,,1,0
28235284,"Fields of Wrath (Luis Chavez, #1)",Mark  Wheaton,"Wheaton, Mark",,150394946X,9781503949461,2,3.73,Thomas & Mercer,Kindle Edition,303,2016,2016,2016/01/26,2016/01/12,,,read,,,,1,0
13829206,"8 Reasons for Divorce, The: Why Marriages Fail and How to Ensure That Yours Doesn’t",Thomas G. Papps,"Papps, Thomas G.",,0984816216,9780984816217,0,4.20,Kallisti Publishing Inc.,Paperback,208,2012,2012,,2016/01/13,to-read,to-read (#70),to-read,,,,0,0
849380,The Seven Principles for Making Marriage Work: A Practical Guide from the Country's Foremost Relationship Expert,John M. Gottman,"Gottman, John M.",Nan Silver,0609805797,9780609805794,0,4.24,Harmony,Paperback,271,1999,1999,,2016/01/13,to-read,to-read (#69),to-read,,,,0,0
28046871,The King of Taksim Square,Emrah Serbes,"Serbes, Emrah",Mark David Wyers,150396597X,9781503965973,3,3.25,Amazon Crossing,Kindle Edition,362,2016,2014,2016/01/09,2016/01/12,,,read,,,,1,0
82989,The Mountain of Silence: A Search for Orthodox Spirituality,Kyriacos C. Markides,"Markides, Kyriacos C.",,0385500920,9780385500920,0,4.41,Image,Paperback,272,2002,2001,,2015/05/17,"philosphy-religion, abandoned","philosphy-religion (#7), abandoned (#17)",abandoned,,,,0,0
4820,"Mayflower: A Story of Courage, Community, and War",Nathaniel Philbrick,"Philbrick, Nathaniel",,0670037605,9780670037605,0,3.88,Viking ,Hardcover,461,2006,2006,,2015/06/11,"history, abandoned","history (#8), abandoned (#16)",abandoned,,,,0,0
25789572,Sleeping Embers of an Ordinary Mind,Anne Charnock,"Charnock, Anne",,1503950433,9781503950436,3,3.21,47North,Paperback,244,2015,2015,2015/12/13,2015/11/10,"sci-fi, post-modern","sci-fi (#32), post-modern (#9)",read,,,,1,0
5296,An Ideal Husband,Oscar Wilde,"Wilde, Oscar",,048641423X,9780486414232,4,4.01,Dover Publications,Paperback,78,2001,1893,2015/11/08,2013/02/22,,,read,,,,1,0
9539,"The Shadow Rising (The Wheel of Time, #4)",Robert Jordan,"Jordan, Robert",,0812513738,9780812513738,3,4.28,Tom Doherty Tor Fantasy,Mass Market Paperback,1007,1993,1992,2015/11/10,2015/09/15,,,read,,,,1,0
16160797,"The Cuckoo's Calling (Cormoran Strike, #1)",Robert Galbraith,"Galbraith, Robert",,0316206849,9780316206846,0,3.89,Mulholland Books,Hardcover,456,2013,2013,,2015/11/02,to-read,to-read (#68),to-read,,,,0,0
6101138,"Wolf Hall (Thomas Cromwell, #1)",Hilary Mantel,"Mantel, Hilary",,,,0,3.91,HarperCollins Publishers Ltd,Paperback,653,2010,2009,,2015/11/02,"historical-fiction, to-read","historical-fiction (#6), to-read (#67)",to-read,,,,0,0
95558,Solaris,Stanisław Lem,"Lem, Stanisław","Steve Cox, Joanna Kilmartin",,,3,3.99,Harcourt,Paperback,204,2002,1961,,2013/12/20,sci-fi,sci-fi (#24),read,,,,1,0
13538873,"Mr. Penumbra's 24-Hour Bookstore (Mr. Penumbra's 24-Hour Bookstore, #1)",Robin Sloan,"Sloan, Robin",,0374214913,9780374214913,3,3.72,"Farrar, Straus and Giroux",Hardcover,288,2012,2012,2015/10/22,2014/12/22,,,read,,,,1,0
16729,Beach Music,Pat Conroy,"Conroy, Pat",,0553381539,9780553381535,3,4.18,Dial Press Trade Paperback,Paperback,800,2002,1995,2015/08/04,2013/07/05,,,read,Probably my least favorite Pat Conroy and it drug on a bit. But still glad I read it. ,,,1,0
2914097,Paper Towns,John Green,"Green, John",,0525478183,9780525478188,3,3.71,Dutton Juvenile,Hardcover,305,2008,2008,2015/07/08,2013/04/06,,,read,,,,1,0
6442769,Paper Towns,John Green,"Green, John",Gázsity Mila,014241493X,9780142414934,0,3.71,Speak,Paperback,305,2009,2008,,2015/07/08,,,read,,,,1,0
34897,"The Dragon Reborn (The Wheel of Time, #3)",Robert Jordan,"Jordan, Robert",,0765305119,9780765305114,4,4.27,Tor Fantasy,Mass Market Paperback,624,2002,1991,2015/06/09,2015/05/17,fantasy,fantasy (#35),read,,,,1,0
20149192,How Jesus Became God: The Exaltation of a Jewish Preacher from Galilee,Bart D. Ehrman,"Ehrman, Bart D.",,,,4,4.08,HarperOne,Hardcover,416,2014,2014,2015/06/08,2014/04/08,"history, philosphy-religion, non-fiction","history (#5), philosphy-religion (#5), non-fiction (#6)",read,Must-read for anyone interested in or practicing Christianity. ,,,1,0
976,Deception Point,Dan       Brown,"Brown, Dan",,0671027387,9780671027384,2,3.76,Pocket Books,Paperback,556,2002,2001,2015/05/29,2014/01/22,,,read,"In typical Dan Brown style, the climax is the entire the second half of the book which I read in one sitting. While hard to put down, I didn't enjoy it that much. Hard to care about the characters, and some of the ever-crescendoing thriller elements were too far fetched.",,,1,0
8032112,The Big Short: Inside the Doomsday Machine,Michael   Lewis,"Lewis, Michael",,0393338827,9780393338829,3,4.30,W. W. Norton & Company,Paperback,291,2011,2010,2015/05/26,2013/11/04,non-fiction,non-fiction (#2),read,"I wanted to learn more about the mortgage crisis and I did. However, this book is really the story of the handful of people who saw the crisis coming. They all have interesting, intertwined stories (which are told with a sometimes confusing disregard for chronology). But you only get the financial information I was seeking as asides to the story, sometimes packing some very complex stuff into a single paragraph. I'd rather have a couple preliminary chapters really explaining the financial stuff. ",,,1,0
15783514,The Ocean at the End of the Lane,Neil Gaiman,"Gaiman, Neil",,0062255657,9780062255655,3,4.02,William Morrow Books,Hardcover,181,2013,2013,2015/05/19,2014/02/15,,,read,,,,1,0
233649,"The Great Hunt (The Wheel of Time, #2)",Robert Jordan,"Jordan, Robert",,0812517725,9780812517729,3,4.27,Tor,Mass Market Paperback,705,1991,1990,2015/04/06,2015/04/06,,,read,,,,1,0
10964,"Outlander (Outlander, #1)",Diana Gabaldon,"Gabaldon, Diana",,0440242940,9780440242949,0,4.26,Dell,Mass Market Paperback,850,2005,1991,,2015/04/14,to-read,to-read (#66),to-read,,,,0,0
17231,"Darkly Dreaming Dexter (Dexter, #1)",Jeff Lindsay,"Lindsay, Jeff",,,,0,3.90,Vintage Books,Paperback,288,2006,2004,,2015/04/14,to-read,to-read (#65),to-read,,,,0,0
8074907,"The Thorn of Emberlain (Gentleman Bastard, #4)",Scott Lynch,"Lynch, Scott",,0575079584,9780575079588,0,4.31,Gollancz,Hardcover,512,,,,2015/04/06,to-read,to-read (#64),to-read,,,,0,0
228665,"The Eye of the World (The Wheel of Time, #1)",Robert Jordan,"Jordan, Robert",,0812511816,9780812511819,3,4.19,Tor Books,Mass Market Paperback,800,1990,1990,2015/04/06,2015/01/15,fantasy,fantasy (#33),read,,,,1,0
87665,Orthodoxy,G.K. Chesterton,"Chesterton, G.K.",,160096527X,9781600965272,3,4.19,Waking Lion Press,Paperback,168,2007,1908,2015/03/03,2015/01/16,"non-fiction, philosphy-religion","non-fiction (#9), philosphy-religion (#6)",read,,,,1,0
7082,Do Androids Dream of Electric Sheep?,Philip K. Dick,"Dick, Philip K.",,,,2,4.09,Del Rey / Ballantine Books,Paperback,244,1996,1968,,2014/06/27,,,read,,,,1,0
1408078,"House of Cards (Francis Urquhart, #1)",Michael Dobbs,"Dobbs, Michael",,0006176909,9780006176909,0,3.97,HarperCollins Fontana,Mass Market Paperback,383,1993,1989,,2015/02/28,"politics, to-read","politics (#2), to-read (#63)",to-read,,,,0,0
5043,"The Pillars of the Earth (Kingsbridge, #1)",Ken Follett,"Follett, Ken",,,,0,4.34,NAL Trade,Paperback,976,2002,1989,,2015/01/31,to-read,to-read (#62),to-read,,,,0,0
16115612,And the Mountains Echoed,Khaled Hosseini,"Hosseini, Khaled",,159463176X,9781594631764,0,4.07,Riverhead Books,Hardcover,404,2013,2012,,2015/01/31,to-read,to-read (#61),to-read,,,,0,0
128029,A Thousand Splendid Suns,Khaled Hosseini,"Hosseini, Khaled",,1594489505,9781594489501,0,4.44,Riverhead Books,Hardcover,372,2007,2007,,2015/01/31,to-read,to-read (#60),to-read,,,,0,0
20575425,Wolf in White Van,John Darnielle,"Darnielle, John",,0374292086,9780374292089,3,3.72,"Farrar, Straus and Giroux",Hardcover,211,2014,2014,2015/01/28,2015/01/21,,,read,,,,1,0
16793,Stardust,Neil Gaiman,"Gaiman, Neil",,0061142026,9780061142024,0,4.10,Harper Perennial,Paperback,248,2006,1999,,2015/01/15,"to-read, fantasy","to-read (#59), fantasy (#31)",to-read,,,,0,0
1232,"The Shadow of the Wind (The Cemetery of Forgotten Books, #1)",Carlos Ruiz Zafón,"Zafón, Carlos Ruiz",Lucia Graves,,,4,4.30,Penguin Books,Paperback,487,2005,2001,,2015/01/15,,,read,,,,1,0
2924651,Fathers and Sons,Ivan Turgenev,"Turgenev, Ivan",Richard Freeborn,019953604X,9780199536047,3,3.99,Oxford University Press,Paperback,215,2008,1862,,2015/01/15,,,read,,,,1,0
27306,Islam: A Short History (Modern Library Chronicles),Karen Armstrong,"Armstrong, Karen",,081296618X,9780812966183,4,4.04,Modern Library,Paperback,230,2002,2000,,2015/01/15,history,history (#7),read,,,,1,0
18934615,Into Wine: An Invitation to Pleasure,Olivier Magny,"Magny, Olivier",,1630030198,,2,3.62,Gourmand Horizons,Kindle Edition,221,2013,2013,,2015/01/15,abandoned,abandoned (#15),abandoned,,,,0,0
22943331,Your Money Life: Your 20s,Peter Dunn,"Dunn, Peter",,1305507878,9781305507876,4,4.10,Cengage Learning PTR,Paperback,224,2015,2015,2015/01/13,2015/01/13,non-fiction,non-fiction (#8),read,,,,1,0
2890090,"The Republic of Thieves (Gentleman Bastard, #3)",Scott Lynch,"Lynch, Scott",,0553804693,9780553804690,4,4.22,Del Rey,Hardcover,650,2013,2013,2015/01/14,2014/12/09,fantasy,fantasy (#29),read,,,,1,0
20819685,The Bone Clocks,David Mitchell,"Mitchell, David",,1400065674,9781400065677,4,3.84,Random House,Hardcover,624,2014,2014,2015/01/14,2014/09/20,,,read,,,,1,0
9579634,"Prince of Thorns (The Broken Empire, #1)",Mark  Lawrence,"Lawrence, Mark",,0007423292,9780007423293,0,3.83,Voyager,Hardcover,373,2011,2011,,2014/12/09,"to-read, fantasy","to-read (#58), fantasy (#28)",to-read,,,,0,0
4138,Naked,David Sedaris,"Sedaris, David",,,,0,4.10,Back Bay Books,Paperback,304,1998,1997,,2014/11/26,to-read,to-read (#57),to-read,,,,0,0
21449526,Assuming Names: A Con Artist's Masquerade,Tanya Thompson,"Thompson, Tanya",,1311789782,9781311789785,0,3.66,Thompson Books,ebook,280,2014,2014,,2014/11/26,to-read,to-read (#56),to-read,,,,0,0
21412202,As You Wish: Inconceivable Tales from the Making of The Princess Bride,Cary Elwes,"Elwes, Cary","Rob Reiner, Joe Layden",1476764026,9781476764023,2,4.17,Atria Books,Hardcover,259,2014,2014,2014/11/27,2014/11/26,,,read,"Learned some interesting behind the scenes tidbits that will make my next viewing of the film more enjoyable. The writing was light and positive, maybe a little too rosy. Or maybe the whole experience really was as magical for Carey as he says. ",,,1,0
19057,I Am the Messenger,Markus Zusak,"Zusak, Markus",,,,3,4.03,Alfred A. Knopf Borzoi Books,Paperback,357,2006,2002,2014/11/25,2014/04/11,,,read,,,,1,0
10762469,The Leftovers,Tom Perrotta,"Perrotta, Tom",,0312358342,9780312358341,3,3.43,St. Martin's Press,Hardcover,355,2011,2011,,2014/06/27,,,read,,,,1,0
38447,"The Handmaid’s Tale (The Handmaid's Tale, #1)",Margaret Atwood,"Atwood, Margaret",,,,0,4.14,Anchor Books,Paperback,311,1998,1985,,2014/11/22,,,read,,,,1,0
14201,Jonathan Strange & Mr Norrell,Susanna Clarke,"Clarke, Susanna",,,,4,3.86,Tor Books,Paperback,1006,2006,2004,2014/11/14,2014/08/26,fantasy,fantasy (#26),read,,,,1,0
36085,Everything Bad is Good for You: How Today's Popular Culture is Actually Making Us Smarter,Steven Johnson,"Johnson, Steven",,1594481946,9781594481949,0,3.49,Riverhead Books,Paperback,254,2006,2005,,2014/10/21,"non-fiction, to-read","non-fiction (#7), to-read (#55)",to-read,,,,0,0
29579,"Foundation (Foundation, #1)",Isaac Asimov,"Asimov, Isaac",,0553803719,9780553803716,0,4.17,Bantam,Hardcover,244,2004,1951,,2014/10/19,"to-read, sci-fi","to-read (#54), sci-fi (#31)",to-read,,,,0,0
22887943,Rewinder (Rewinder #1),Brett Battles,"Battles, Brett",,,,0,3.91,CreateSpace Independent Publishing Platform,Kindle Edition,300,2014,2014,,2014/10/18,"sci-fi, to-read","sci-fi (#30), to-read (#53)",to-read,,,,0,0
13642710,"Nexus (Nexus, #1)",Ramez Naam,"Naam, Ramez",ARGH! Oxford,0857662937,9780857662934,0,4.04,Angry Robot,Paperback,460,2012,2012,,2014/10/18,"sci-fi, to-read","sci-fi (#29), to-read (#52)",to-read,,,,0,0
32831,"The Mysterious Island (Captain Nemo, #3)",Jules Verne,"Verne, Jules","Caleb Carr, Jordan Stump, Sestilio Montanelli",0812972120,9780812972122,0,4.13,Modern Library,Mass Market Paperback,723,2004,1874,,2014/04/27,"sci-fi, abandoned","sci-fi (#28), abandoned (#14)",abandoned,,,,0,0
133518,The Things They Carried,Tim O'Brien,"O'Brien, Tim",,0767902890,9780767902892,0,4.14,Broadway,Paperback,246,1998,1990,,2014/03/05,abandoned,abandoned (#10),abandoned,,,,0,0
1842,"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,"Diamond, Jared",,0739467352,9780739467350,0,4.04,W.W. Norton & Company,Paperback,498,2005,1997,,2013/11/04,"history, non-fiction, abandoned","history (#2), non-fiction (#3), abandoned (#13)",abandoned,,,,0,0
19759350,The Lost Books of the Odyssey: A Novel,Zachary Mason,"Mason, Zachary",,,,0,3.92,"Farrar, Straus and Giroux",Kindle Edition,240,2010,2007,,2014/01/07,"fantasy, abandoned","fantasy (#23), abandoned (#11)",abandoned,,,,0,0
5481468,The Burial of Jesus: History and Faith,James F. McGrath,"McGrath, James F.",,1439210179,9781439210178,0,3.90,BookSurge Publishing,Paperback,142,2008,,,2013/11/04,"history, non-fiction, abandoned","history (#3), non-fiction (#4), abandoned (#9)",abandoned,,,,0,0
7108001,"Abraham Lincoln: Vampire Hunter (Abraham Lincoln: Vampire Hunter, #1)",Seth Grahame-Smith,"Grahame-Smith, Seth",,0446563080,9780446563086,0,3.71,Grand Central Publishing,Hardcover,336,2010,2010,,2014/04/11,"historical-fiction, abandoned","historical-fiction (#5), abandoned (#8)",abandoned,,,,0,0
966835,The Last Man,Mary Wollstonecraft Shelley,"Shelley, Mary Wollstonecraft",,0192838652,9780192838650,0,3.37,Oxford University Press,Paperback,479,1998,1826,2013/03/20,2012/07/01,"abandoned, sci-fi","abandoned (#2), sci-fi (#1)",abandoned,,,,1,0
256566,Everything is Illuminated,Jonathan Safran Foer,"Foer, Jonathan Safran",,0060529709,9780060529703,0,3.89,Harper Perennial,Paperback,276,2003,2002,,2013/08/24,abandoned,abandoned (#6),abandoned,,,,0,0
310612,A Confederacy of Dunces,John Kennedy Toole,"Toole, John Kennedy",Walker Percy,0802130208,9780802130204,0,3.89,Grove Weidenfeld,Paperback,394,1994,1980,2013/03/20,2013/02/22,"abandoned, humor","abandoned (#3), humor (#10)",abandoned,,,,1,0
7004195,The Unwritten Rules of PhD Research,Marian Petre,"Petre, Marian",,0335237029,9780335237029,0,4.08,Open University Press,Paperback,320,2010,,2013/03/20,2012/07/12,abandoned,abandoned (#1),abandoned,,,,1,0
18989,"Tinker, Tailor, Soldier, Spy",John Le Carré,"Carré, John Le",,0743457900,9780743457903,0,4.06,Scribner,Paperback,379,2002,1974,2013/06/22,2013/04/30,abandoned,abandoned (#4),abandoned,,,,1,0
25,I'm a Stranger Here Myself: Notes on Returning to America After Twenty Years Away,Bill Bryson,"Bryson, Bill",,076790382X,9780767903820,0,3.90,Broadway Books,Paperback,304,2000,1998,,2011/10/02,abandoned,abandoned (#12),abandoned,,,,0,0
11660590,Micro,Michael Crichton,"Crichton, Michael",Richard   Preston,0062094734,9780062094735,0,3.52,Harper,Kindle Edition,424,2011,2011,,2012/06/18,"sci-fi, abandoned","sci-fi (#27), abandoned (#7)",abandoned,Just so cheesy. I couldn't get into it. There was a little bit of cool science that seemed somewhat promising but the story was so unbelievable. Too far past the frontiers of known science.<br/><br/>Also just what the hell? Like shrinking macro-biological things is not really relevant. Nanotechnology is a relevant topic. But who would shrink people when you can make a tiny robot do the same thing?,,,0,0
7126,The Count of Monte Cristo,Alexandre Dumas,"Dumas, Alexandre",Robin Buss,,,3,4.31,Penguin Classics,Paperback,1276,2003,1844,,2011/10/02,"classic-literature, abandoned","classic-literature (#6), abandoned (#5)",abandoned,,,,0,0
19322249,Tigerman,Nick Harkaway,"Harkaway, Nick",,0385352417,9780385352413,4,3.93,Alfred A. Knopf,Hardcover,337,2014,2014,,2014/07/24,,,read,,,,1,0
887877,"Red Seas Under Red Skies (Gentleman Bastard, #2)",Scott Lynch,"Lynch, Scott",,0553804685,9780553804683,4,4.25,Bantam Spectra,Hardcover,558,2007,2007,2014/10/01,2014/08/26,fantasy,fantasy (#25),read,,,,1,0
127455,"The Lies of Locke Lamora (Gentleman Bastard, #1)",Scott Lynch,"Lynch, Scott",,0553804677,9780553804676,4,4.31,Bantam Spectra,Hardcover,499,2006,2006,2014/08/09,2014/06/09,fantasy,fantasy (#24),read,,,,1,0
1109769,Coldheart Canyon: A Hollywood Ghost Story,Clive Barker,"Barker, Clive",,0060182970,9780060182977,4,3.71,HarperCollins,Hardcover,676,2001,2001,2014/08/02,2014/08/02,,,read,"Fantastical, dark, unnerving, and horrific in a completely original way.",,,1,0
6820,Number9Dream,David Mitchell,"Mitchell, David",,0812966929,9780812966923,2,3.87,Random House Trade Paperbacks,Paperback,401,2003,2001,2014/06/07,2014/01/07,post-modern,post-modern (#8),read,,,,1,0
11125,Digital Fortress,Dan       Brown,"Brown, Dan",,,,0,3.70,Corgi books,Paperback,510,2004,1998,,2014/01/22,,,read,,,,1,0
104089,Tigana,Guy Gavriel Kay,"Kay, Guy Gavriel",,0451457765,9780451457769,4,4.08,Berkley,Paperback,676,1999,1990,2014/05/27,2013/07/26,fantasy,fantasy (#18),read,,,,1,0
3758,"Casino Royale (James Bond, #1)",Ian Fleming,"Fleming, Ian",Jeffery Deaver,014200202X,9780142002025,0,3.74,Penguin,Mass Market Paperback,192,2002,1953,2014/05/09,2014/05/05,,,read,,,,1,0
8664353,"Unbroken: A World War II Story of Survival, Resilience and Redemption",Laura Hillenbrand,"Hillenbrand, Laura",,1400064163,9781400064168,0,4.39,Random House,Hardcover,475,2010,2010,,2014/05/05,to-read,to-read (#51),to-read,,,,0,0
77203,The Kite Runner,Khaled Hosseini,"Hosseini, Khaled",,,,0,4.35,Riverhead Books,Paperback,371,2004,2003,2014/05/05,2014/01/22,,,read,,,,1,0
331344,"Being Peace (Being Peace, #1)",Thich Nhat Hanh,"Hanh, Thich Nhat","Mayumi Oda, Arnold Kotler",0938077007,9780938077008,0,4.32,Parallax Press,Paperback,115,1987,1987,,2014/05/01,to-read,to-read (#50),to-read,,,,0,0
930,Memoirs of a Geisha,Arthur Golden,"Golden, Arthur",,0739326228,9780739326220,0,4.15,Random House Large Print,Hardcover,434,2005,1997,,2014/05/01,to-read,to-read (#49),to-read,,,,0,0
1885,Pride and Prejudice,Jane Austen,"Austen, Jane",Anna Quindlen,,,0,4.29,Modern Library,Paperback,279,2000,1813,,2014/05/01,to-read,to-read (#48),to-read,,,,0,0
1,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,"Rowling, J.K.",,,,0,4.58,Scholastic Inc,Paperback,652,2006,2005,,2013/03/20,"fantasy, couldnt-put-down","fantasy (#15), couldnt-put-down (#15)",read,,,,1,0
34507,"Equal Rites (Discworld, #3; Witches, #1)",Terry Pratchett,"Pratchett, Terry",,0060855908,9780060855901,0,4.06,Harper Perennial,Paperback,240,2005,1987,,2014/04/27,to-read,to-read (#47),to-read,,,,0,0
89369,The Te of Piglet,Benjamin Hoff,"Hoff, Benjamin",,1405204273,9781405204279,0,3.76,EGMONT CHILDREN'S,Paperback,257,2003,1992,,2011/10/02,to-read,to-read (#12),to-read,,,,0,0
6402364,"SuperFreakonomics: Global Cooling, Patriotic Prostitutes And Why Suicide Bombers Should Buy Life Insurance",Steven D. Levitt,"Levitt, Steven D.",Stephen J. Dubner,0060889578,9780060889579,0,4.00,William Morrow,Hardcover,270,2009,2009,,2014/04/17,to-read,to-read (#46),to-read,,,,0,0
8018107,"The Belief Instinct: The Psychology of Souls, Destiny, and the Meaning of Life",Jesse Bering,"Bering, Jesse",,0393072991,9780393072990,0,4.00,W. W. Norton & Company,Hardcover,272,2011,2011,,2014/04/17,to-read,to-read (#45),to-read,,,,0,0
17332242,Perv: The Sexual Deviant in All of Us,Jesse Bering,"Bering, Jesse",,0374230897,9780374230890,0,3.73,"Scientific American / Farrar, Straus and Giroux",Hardcover,288,2013,2013,,2014/04/17,to-read,to-read (#44),to-read,,,,0,0
13166631,Why is the Penis Shaped Like That?: And Other Reflections on Being Human,Jesse Bering,"Bering, Jesse",,0374532923,9780374532925,0,3.72,"Scientific American / Farrar, Straus and Giroux",Paperback,301,2012,2010,,2014/04/17,to-read,to-read (#43),to-read,,,,0,0
17569350,The Valley of Fear,Arthur Conan Doyle,"Doyle, Arthur Conan",,,,2,3.96,,,203,1915,1914,,2014/03/29,,,read,,,,1,0
83971,T. Rex and the Crater of Doom,Walter Álvarez,"Álvarez, Walter",,0375702105,9780375702105,0,4.04,Vintage,Paperback,208,1998,1997,,2014/04/06,"science, non-fiction, to-read","science (#3), non-fiction (#5), to-read (#42)",to-read,,,,0,0
11870085,The Fault in Our Stars,John Green,"Green, John",,,,0,4.13,Dutton Books,Hardcover,313,2012,2012,,2013/04/06,,,read,,,,1,0
4407,"American Gods (American Gods, #1)",Neil Gaiman,"Gaiman, Neil",,,,4,4.11,Headline Review,Paperback,635,2005,2001,,2014/02/15,,,read,,,,1,0
17591940,Celebrated Summer,Charles Forsman,"Forsman, Charles",,1606996851,9781606996850,3,3.22,Fantagraphics,Flexibound,64,2014,2013,,2014/01/07,graphic-novels,graphic-novels (#8),read,,,,1,0
85448,The Great Santini,Pat Conroy,"Conroy, Pat",,0553268929,9780553268928,3,4.15,Bantam,Mass Market Paperback,440,1987,1976,2014/03/01,2013/07/05,,,read,,,,1,0
392297,Sin City Volume 1: The Hard Goodbye,Frank Miller,"Miller, Frank",,1593072937,9781593072933,0,4.17,Dark Horse Books,Paperback,208,2010,1991,,2014/02/07,"to-read, graphic-novels","to-read (#41), graphic-novels (#9)",to-read,,,,0,0
17212231,"Inferno (Robert Langdon, #4)",Dan       Brown,"Brown, Dan",,0385537859,9780385537858,2,3.89,Doubleday,Hardcover,463,2013,2013,2014/02/05,2013/04/11,historical-fiction,historical-fiction (#4),read,The book was on par with the others in the series as far as historical richness. It just wasn't as unputdownable as the others. I suppose this could be positive. Perhaps Brown forewent some of the tricks of the trade that leave each chapter somehow more suspenseful than the last. ,,,1,0
70535,"2001: A Space Odyssey (Space Odyssey, #1)",Arthur C. Clarke,"Clarke, Arthur C.",,,,0,4.17,Roc,Paperback,297,2000,1968,,2014/01/17,"sci-fi, to-read","sci-fi (#26), to-read (#40)",to-read,,,,0,0
6969269,بيت العائلة,سامية سراج الدين,"الدين, سامية سراج",,,,0,3.71, دار الشروق ,,382,2009,2000,,2013/12/25,,,read,,,,1,0
15823480,Anna Karenina,Leo Tolstoy,"Tolstoy, Leo","Aylmer Maude, Louise Maude, Dieter Wellershoff, Bruno Goetz, Lev Tolstoj, Léon Tolstoï",,,0,4.09,Vintage,Paperback,964,2012,1878,,2014/01/12,"classic-literature, to-read","classic-literature (#17), to-read (#39)",to-read,,,,0,0
17214,Starship Troopers,Robert A. Heinlein,"Heinlein, Robert A.",,,,4,4.01,Ace Books,Mass Market Paperback,264,1987,1959,2014/01/07,2013/12/20,sci-fi,sci-fi (#25),read,,,,1,0
17857644,The Death of Santini: The Story of a Father and His Son,Pat Conroy,"Conroy, Pat",,0385530900,9780385530903,0,3.92,Nan A. Talese,Hardcover,352,2013,2013,,2014/01/04,to-read,to-read (#38),to-read,,,,0,0
13623012,"The Prisoner of Heaven (The Cemetery of Forgotten Books, #3)",Carlos Ruiz Zafón,"Zafón, Carlos Ruiz",,0062206281,9780062206282,2,4.13,Harper,Hardcover,278,2012,2011,2014/01/04,2013/02/22,,,read,"It seems like the author had more to say on the backstory of the characters. This book enriches the others, and it was wan enjoyable read, but alone it does not stand up. This was not hauntingly unputdownable like the other two novels. Glad I read it though.",,,1,0
